source	interaction	target
RARA	1	RXRA
RXRA	1	RARA
RXRB	1	RARA
RARG	1	RXRA
RXRA	0	RARG
RARG	1	RXRB
RXRB	1	RARG
RXRA	1	PPARA
RXRA	1	PPARG
RXRB	1	PPARG
NR2F2	1	RXRA
NR0B2	0	ESR1
RARA	1	RXRG
ESR1	1	ESR2
NCOA2	1	RXRA
NCOA2	1	PPARG
LEPR	1	STAT3
IL26	1	IL10RB
JAK1	0	STAT6
IL5	1	IL5RA
JAK2	1	STAT6
UBE2O	-1	SMAD6
SMAD7	1	SMURF2
SMURF2	0	SMAD7
SMURF2	0	TGFBR1
MAPK14	0	CREB1
DUSP16	-1	MAPK14
SMAD2	1	SMURF2
SMURF2	0	SMAD2
MAPK14	0	MAX
MAP4K2	1	MAP3K1
FYN	1	SHC1
AREG	1	ERBB2
IL2RG	1	JAK1
IL2RG	1	JAK3
IL7	1	IL7R
IL4R	1	IL2RG
GSK3B	0	JUN
IL13RA1	1	TYK2
DUSP2	0	MAPK1
DUSP2	0	MAPK14
KRAS	1	MAP3K1
MAP3K11	1	MAP2K4
EGFR	1	SHC3
MAP4K4	1	MAP3K1
MAP4K1	1	MAP3K1
MAP3K11	1	MAP2K3
FLNA	1	MAP2K4
DUSP1	0	MAPK8
JAK2	1	CSF2RA
CSF2RA	1	JAK2
MAPK3	1	MKNK1
MAPK14	1	MKNK1
NRG2	1	ERBB3
NRG2	1	ERBB4
LEP	1	LEPR
NRG1	1	ERBB3
FRZB	0	WNT8A
PAK1	1	MAP2K1
BTRC	0	CTNNB1
ACVR1B	1	SMAD3
DVL3	1	FRAT1
SMAD2	1	CREB1
ERBB2	1	SHC1
LAMTOR3	1	MAPK3
TLE1	0	LEF1
FBXW11	0	CTNNB1
TAOK1	1	MAP2K3
MAPK14	1	RPS6KA4
CDC42	1	PAK2
MAPK8IP1	1	MAP3K10
MAPK8IP1	1	MAP2K7
MAP4K4	1	MAP3K7
DUSP9	0	MAPK1
PRKACA	0	RAF1
PRKCA	0	RAF1
MAPK3	0	DUSP1
DUSP1	0	MAPK3
DUSP9	0	MAPK3
MAPK1	0	SOS1
HHIP	0	IHH
SIRT1	1	FOXO4
WIF1	0	WNT8A
SHC1	1	INPP5D
BTC	1	EGFR
BTC	1	ERBB4
HBEGF	1	ERBB4
JUN	-1	SMAD3
DUSP5	0	MAPK1
IGF1R	1	IRS2
MAPK8IP3	1	MAP2K4
MAPK8IP3	1	MAP3K1
CSF1	1	CSF2RA
CSF3	1	CSF2RA
TAOK2	1	MAP2K4
TAOK2	1	MAP2K7
MAPK8IP2	1	MAPK8
JAK1	1	JAK3
JAK3	0	JAK1
SNIP1	0	SMAD4
SOS1	1	HRAS
SMURF2	0	SMAD1
KAT2A	1	SMAD3
KAT2A	1	SMAD2
XPO1	0	SMAD4
WNT10B	1	FZD5
MAP2K3	1	MAPK13
MAP2K6	1	MAPK13
MAP2K3	1	MAPK12
MAP3K2	1	MAP2K5
EGF	1	ERBB2
DUSP10	0	MAPK8
MAP4K3	1	MAP3K1
SMURF2	0	SKIL
KSR1	1	RAF1
DAXX	1	TGFBR2
PDPK1	1	SGK1
SOS1	1	NRAS
RPS6KA1	0	GSK3B
MAP3K13	1	MAP2K7
SMAD6	0	TAB1
SMAD7	0	TAB1
SH2B1	0	JAK2
MAP3K20	1	MAP2K4
PTPN1	0	IGF1R
RPS6KA4	1	ATF1
IRS2	1	PIK3CG
EXTL1	0	SHH
MAPK3	1	ETS1
CSNK1A1L	0	CTNNB1
CSNK1D	0	CTNNB1
DUSP19	0	MAPK8
PTPRC	0	JAK1
IL23R	1	TYK2
KREMEN2	0	LRP6
DKK1	1	KREMEN2
IL21R	1	JAK3
FOXH1	1	SMAD2
IL6ST	1	JAK1
SH3RF1	1	MAP3K10
SH3RF1	1	MAP2K4
SH3RF1	1	MAP2K7
SH3RF1	1	MAPK8
SMURF1	0	TGFBR1
IL1R1	0	IL1RAP
IL1RAP	0	IL1R1
DVL3	1	RAC1
NUMB	1	ITCH
ITCH	0	NOTCH1
CBY1	0	CTNNB1
SKIL	0	SMAD4
SKIL	0	SMAD2
AXIN1	1	MAP3K4
PIAS4	0	SMAD3
PIAS4	0	SMAD4
NUP214	1	SMAD3
NUP214	1	SMAD4
IL10RB	1	TYK2
MAPK14	1	SMAD3
SMAD5	1	SMAD4
CNKSR2	1	RAF1
RNF111	0	SMAD7
AXIN1	1	RNF111
PIAS3	1	SMAD3
SMAD7	1	PPP1R15A
PPP1CC	0	TGFBR1
PPP1R15A	1	PPP1CC
FBXW11	1	SMAD4
PIAS1	1	SMAD4
NKD1	0	DVL3
WDR83	1	RAF1
WDR83	1	MAPK3
WDR83	1	MAP2K1
IFNLR1	1	TYK2
IFNLR1	1	JAK1
IL31	1	IL31RA
PDPK1	1	AKT2
WWP1	1	SMAD7
ITCH	1	SMAD2
TGIF1	1	WWP1
MAPK1	-1	ARRB1
RYK	1	DVL2
RYK	1	DVL3
RYK	1	DVL1
LAMTOR3	1	MAP2K1
INSR	0	PTPN1
PTPN1	0	INSR
PTPN2	0	INSR
PPP2R2A	1	RAF1
MAPK10	1	MAPK8IP3
MAPK8IP3	1	MAPK10
SPAG9	1	MAPK14
MAPK8IP2	1	MAPK9
MAPK9	1	MAPK8IP3
MAPK8IP3	1	MAPK9
MAPK8	1	MAPK8IP3
MAPK8IP3	1	MAPK8
PTPN2	0	JAK3
CNKSR1	1	RAF1
MIB2	1	JAG2
UCHL5	1	SMAD7
MTSS1	1	RAC1
SOS1	1	KRAS
CSNK1G1	0	LRP6
AMHR2	1	ACVR1
AMHR2	1	BMPR1B
GDF11	1	ACVR2B
BMP15	1	BMPR2
SMAD7	1	PPP1CA
SH3RF1	1	MAPK8IP1
TRIM33	1	SMAD3
TRIM33	1	SMAD2
CTDSP1	0	SMAD1
CTDSP2	0	SMAD1
UCHL5	1	TGFBR1
BCL9	1	CTNNB1
CTDNEP1	1	BMPR1A
IFNL1	1	IL10RB
IFNL2	1	IL10RB
IFNL3	1	IL10RB
IL10	1	IL10RB
IFNL1	1	IFNLR1
IFNL2	1	IFNLR1
IFNL3	1	IFNLR1
RNF111	0	SMAD3
RNF111	0	SMAD2
SMAD7	1	TAB2
MAPK14	1	STAT3
MAPK8	1	STAT3
MAPK14	1	STAT1
STK11	1	MARK2
TGFBR1	1	SHC1
GSK3B	0	SMAD1
HHAT	1	SHH
CDK8	0	NOTCH1
SNW1	-1	NCOR2
NCOR2	1	SNW1
NOTCH1	1	SNW1
SNW1	1	NOTCH1
CTF1	1	LIFR
IL31RA	1	JAK1
PTPRT	0	STAT3
EP300	1	SMAD7
TGFBR1	1	TRAF6
MAPK11	0	SMAD2
RANBP3	0	SMAD2
RANBP3	0	SMAD3
SMAD6	1	PELI1
FKBP1A	0	TGFBR1
CSNK1A1L	1	LRP6
CSNK1A1	1	LRP6
CSNK1E	1	LRP6
DVL1	0	CTNNB1
DVL1	1	JUN
DVL1	1	DAAM1
INVS	0	DVL1
LRRFIP2	1	DVL3
LRRK2	1	DVL3
SMAD1	1	DVL1
NLK	0	LEF1
CSNK2A1	1	LEF1
CAPRIN2	1	LRP6
CSNK1E	1	ROR2
PDGFRA	1	PLCG1
PDGFRB	1	PLCG1
PDGFRA	1	CRK
PDGFRB	1	PTPN11
PTPN11	-1	PDGFRB
PDGFRB	1	NCK1
PDGFRB	1	RASA1
PDGFRB	1	CRK
FGF6	1	FGFR2
FGF17	1	FGFR2
FGF18	1	FGFR2
KDR	1	SHC1
FLT4	1	SHC1
CBL	0	MET
MET	1	RANBP9
NTRK1	1	ABL1
NTRK1	1	SH2B1
NTRK1	1	SH2B2
BDNF	1	NTRK2
NTRK2	1	FYN
NTRK2	1	SHC3
NTF3	1	NTRK3
NTRK3	1	PLCG1
NTRK3	1	SHC1
EFNA3	1	EPHA3
ACP1	0	EPHA2
EPHA2	1	SHC1
EPHA3	1	SRC
EPHB2	1	SRC
EPHB2	1	RASA1
ABL1	0	EPHB2
LTK	1	SHC1
PTN	1	ALK
ALK	1	PLCG1
ALK	1	STAT3
PTPRZ1	0	ALK
PTPRB	0	ALK
ALK	1	SHC3
ALK	1	SHC1
ANGPTL1	0	TEK
WNT5A	1	ROR1
DDR2	1	SHC1
SRC	1	DDR2
WNT1	1	RYK
AATK	1	CDK5R1
CDK5	0	LMTK2
LMTK2	0	PPP1CA
RET	1	GRB10
RET	1	DOK4
RET	1	FRS2
ABL1	0	RB1
RB1	0	ABL1
ABL1	1	VAV1
RYBP	0	ABL1
RFX1	1	ABL1
CREBBP	1	CSK
KHDRBS1	-1	PTK6
PTK6	1	KHDRBS1
LCK	1	PTPN6
PTPN6	0	LCK
LCK	1	ZAP70
ZAP70	0	LCK
LCK	1	NOTCH1
LCP2	1	PLCG1
ITK	1	PLCG1
GIT1	1	PLCG1
ERBB2	1	PLCG1
EGFR	1	NCK1
SRC	0	RASA1
RASA1	0	HRAS
PRKCZ	-1	YWHAB
FRS2	1	PTPN11
CBL	-1	FRS2
ITSN1	1	CDC42
STK39	1	MAPK14
DOK4	1	CRK
DOK4	1	SRC
DOK4	1	FYN
PTPN11	0	GAB2
PTPRF	0	INSR
ERBB2	1	ESR1
THRB	1	RXRA
RXRA	1	THRB
THRA	1	RXRB
RXRB	1	THRA
THRA	1	RXRA
RXRA	1	THRA
NR1I3	1	RXRA
NR1I2	1	RXRA
THRB	1	RXRB
RXRB	1	THRB
NR2F1	1	RXRA
RXRB	1	NR2F1
NR2F2	1	NR2F1
RXRB	1	NR2F2
NR0B2	0	NR1I2
NCOR2	0	PGR
NCOR2	0	AR
NR0B2	1	PPARA
NR0B2	0	NR1I3
NR0B2	0	AR
THRA	1	RARG
RARG	1	THRA
RARA	1	THRA
THRA	1	RARA
RARB	1	THRA
THRA	1	RARB
THRA	1	RXRG
RXRG	1	THRA
RARB	1	RXRB
RXRB	1	RARB
RXRB	1	PPARA
THRB	1	RXRG
RXRG	1	THRB
NR3C1	0	AR
AR	0	NR3C1
NCOA2	1	RARA
PAK1	-1	BAD
SRC	1	PXN
FGR	1	PTK2
SRC	1	PTK2
SRC	1	PTK2B
PTK2B	1	SRC
ZAP70	1	GAB2
PTEN	-1	PTK2
LAT	1	VAV1
JAK3	1	STAT2
JAK3	1	STAT5B
MAPK1	1	FOS
MAPK3	1	FOS
SRC	1	SHC1
AKT3	0	BAD
NFKBIA	0	NFKB1
AKT3	0	GSK3B
AKT3	-1	FOXO3
ZAP70	1	MAPK14
CD4	1	LCK
CSK	0	LCK
PTPA	0	AKT1
CCR5	1	GNAI1
CXCR4	1	GNAI1
ZAP70	1	LCP2
ZAP70	1	VAV1
ZAP70	1	LAT
LAT	1	PLCG1
MAPK14	0	PXN
GNAI1	1	HCK
GNAI1	1	SRC
CBL	-1	PIK3R1
LCK	-1	PIK3R1
ITK	1	CD28
LCK	1	ITK
LAT	1	PIK3R1
AKT1	1	MAP3K8
INHBA	1	ACVR2A
AGT	1	AGTR1
TNFSF13B	1	TNFRSF13C
GRP	1	GRPR
BMP10	1	BMPR1A
BMP2	1	BMPR1A
BMP4	1	BMPR1A
BMP7	1	ACVR2A
BMP7	1	ACVR1
KNG1	1	BDKRB2
CCK	1	CCKAR
GAST	1	CCKBR
CCK	1	CCKBR
CCL3	1	CCR5
CNTF	1	IL6ST
CNTF	1	LIFR
CLCF1	1	IL6ST
CXCL12	1	CXCR4
TNFSF15	1	TNFRSF25
POMC	1	OPRD1
PDYN	1	OPRD1
EPGN	1	EGFR
EREG	1	EGFR
EREG	1	ERBB4
EDN1	1	EDNRA
EDN3	1	EDNRB
VEGFA	1	FLT1
VEGFC	1	FLT4
VEGFD	1	FLT4
WNT5A	1	FZD6
GAL	1	GALR2
GNRH2	1	GNRHR
GH2	1	GHR
TNFSF14	1	TNFRSF14
LTA	1	TNFRSF14
IL11	1	IL6ST
IL15	1	IL2RG
IL1B	1	IL1RAP
IL1RN	-1	IL1R1
IL21	1	IL2RG
IL22	1	IL22RA1
IL2	1	IL2RB
IL4	1	IL2RG
IL13	1	IL4R
IL4	1	IL13RA1
IL7	1	IL2RG
IL9	1	IL2RG
VEGFA	0	KDR
VEGFC	1	KDR
KISS1	1	KISS1R
LIF	1	IL6ST
OSM	1	IL6ST
OSM	1	LIFR
PDYN	1	OPRM1
TAC1	1	TACR2
TAC3	1	TACR3
OXT	1	OXTR
TGFB2	1	TGFBR1
CGA	1	TSHR
TSHB	1	TSHR
LTA	1	TNFRSF1B
PDPK1	1	RPS6KB1
CALM3	1	CAMK2A
CALM1	1	CAMK2A
CALM2	1	CAMK2A
VRK1	1	ATF2
GRM1	1	GNAQ
SYNGAP1	1	DLG4
GSK3A	1	MITF
IRS1	1	PIK3CA
PRKACA	0	BAD
PRKACA	1	CREB1
RPS6KA1	1	CREB1
MAPK1	1	MAPKAPK2
VAV2	1	RAC1
ZAP70	1	VAV2
NRAS	1	RALGDS
GRB2	1	ABL1
NLGN1	1	DLG4
MAPK14	1	RPS6KA5
MAPK1	1	ELK1
CALM3	1	CAMK4
CALM1	1	CAMK4
CAMK4	1	CALM1
CALM2	1	CAMK4
CALM3	1	PPP3R1
CALM1	1	PPP3R1
CALM2	1	PPP3R1
CAMK4	1	CREB1
NRAS	1	PIK3CA
IRS1	1	GRB2
SHC1	1	GRB2
HTR2A	1	GNAQ
PTAFR	1	GNAQ
CHRM1	1	GNAQ
PDPK1	1	RPS6KA1
PRKACA	-1	PLCG1
PRKACA	1	NFKB1
FYN	0	CTNNB1
FER	0	CTNNB1
PRKCA	-1	NOS1
CAMK2A	0	NOS1
CAMK4	-1	NOS1
PRKACA	-1	NOS1
CALM3	1	EEF2K
CALM1	1	EEF2K
CALM2	1	EEF2K
RPS6KA1	-1	EEF2K
RPS6KB1	-1	EEF2K
SRC	1	BCAR1
ADRA1A	1	GNAQ
YWHAH	0	BRAF
AKAP5	1	PRKACA
CAMKK2	1	CAMK1
CALM3	1	CAMKK2
CALM1	1	CAMKK2
CALM2	1	CAMKK2
CAMK2A	0	CREB1
CAMK1	1	CREB1
MAPK8	0	BCL2L11
SRC	-1	ARRB1
ARRB1	1	SRC
PRKCA	0	MARCKS
MARCKS	0	PRKCA
PTPN11	1	GRB2
PTPN11	-1	SPRY1
CSK	0	SRC
GNA12	1	ARHGEF1
GNA13	1	ARHGEF1
NRAS	1	BRAF
PRKACA	0	BRAF
BDKRB1	1	GNAQ
DUSP10	-1	MAPK14
AKT1	-1	GSK3A
GSK3A	-1	AKT1
PRKACA	1	PPP1R1B
PPP1R1B	-1	PPP1CC
PTK2	1	SHC1
F2RL1	1	GNAQ
PRSS1	1	F2RL1
SHC1	1	SOS1
CBLB	-1	PIK3CA
CBLB	0	EGFR
CBLB	0	GRB2
GAB1	1	PIK3CA
NAIP	-1	CASP9
SRC	0	CTTN
EGFR	0	EPB41
PRKACA	1	FLNA
PRKCA	0	GRK2
PRKCA	0	GRM1
CAMK2A	0	SYNGAP1
ILK	1	AKT1
CAMKK2	1	CAMK4
PPM1F	-1	CAMK2A
DLG4	1	NOS1
PRKCA	-1	GSK3A
IQGAP1	0	CDC42
IQGAP1	0	RAC1
PTPRA	0	FYN
SRC	0	PTPRA
PTPRA	0	SRC
GRK2	0	OPRM1
PRKCA	0	BCL2
GSK3A	-1	JUN
RAF1	0	BAD
PRKCA	0	IRS1
PTK2	1	BCAR1
SRC	1	PLCG1
LYN	1	PLCG1
HCK	1	PLCG1
EPB41	1	DLG1
SRC	1	DLG4
MAPK14	1	JUN
CAMK2A	0	DLG1
PTK2	1	PXN
EGFR	0	CRK
BIK	-1	BCL2L1
YWHAH	-1	RAF1
SRC	1	GRK2
SYK	1	PLCG1
FYN	1	DLG4
PRKACA	1	STK24
PPP3R1	1	BAD
IRS2	1	PIK3CA
IGF1R	1	SHC1
GRB10	-1	IGF1R
GRB10	-1	INSR
ULK1	1	GABARAP
AKT1	1	MTOR
MTOR	1	AKT1
GSK3B	1	KAT5
PRKCA	1	NFE2L2
PRKCD	1	NFE2L2
SQSTM1	0	MAP1LC3B
MAP1LC3B	1	SQSTM1
FBXW11	-1	NFKBIA
CHUK	-1	NCOR2
CHUK	1	RELA
CHUK	1	IKBKB
ERC1	1	CHUK
EP300	1	RELA
IKBKE	0	RELA
RIPK1	1	IKBKG
CHUK	-1	MAP3K14
MAP3K14	1	CHUK
TAB3	1	MAP3K7
MRE11	1	ATM
ATM	1	MRE11
ATM	1	RAD50
RAD50	1	ATM
NFKB1	1	RELA
RELA	-1	NCOR2
NFKBIA	0	RELA
NFKB2	1	RELB
RPS6KA5	1	RELA
AXIN1	1	APC
UBE2N	1	UBE2V1
UBE2V1	0	TRAF6
MAPK3	1	RPS6KA2
MAPK1	1	RPS6KA2
PDPK1	1	RPS6KA3
MAP3K7	1	MAP3K14
MAP2K6	1	MAPK8
FOS	1	JUN
TOLLIP	0	IRAK1
TLR4	1	MYD88
MAVS	0	TRAF3
MAVS	0	IKBKE
IKBKE	-1	TANK
IKBKE	1	TBK1
TBK1	1	IKBKE
TRAF3	1	TBK1
MAVS	0	IRF3
EIF2AK2	1	TP53
IL1R1	1	MYD88
IRAK4	1	TRAF6
TLR2	1	MYD88
PRKCD	1	STAT1
JAK1	1	TYK2
STAT2	1	STAT1
CREBBP	1	IRF9
GRK6	-1	SLC9A3R1
MAGI2	1	PTEN
MAPK12	1	SNTA1
PKN1	-1	ARHGEF2
PKN1	1	MAP3K20
MAPK14	-1	EEF2K
MAPK14	-1	BCL2L11
MAPK14	1	FOXO3
MAPK14	1	ESR1
MAPK14	1	NR3C1
MAPK14	1	TP53
MAPK14	0	RB1
MAPK14	-1	BCL2
MAPK14	1	TCF3
MAPK14	1	GATA2
MAPK14	-1	CDC25C
PTPN7	-1	MAPK14
MAPK14	-1	PTPN7
MAPK14	-1	GSK3B
MAPK14	1	CDKN1A
MAPK14	1	EPS15
MAPK14	-1	CASP3
MAPK14	1	ADAM17
MAPK14	-1	CASP8
MAPK14	0	EZH2
MAPK14	0	JDP2
MAPK14	1	BAZ1B
CAMK4	1	CREBBP
MAP3K11	1	PIN1
EEF2K	0	MAPKAPK3
MAPKAPK3	0	EEF2K
CDKN3	-1	CDK2
DUSP5	-1	MAPK14
PTPN21	1	SRC
DUSP7	-1	GHR
SMURF1	-1	SMAD6
DUSP7	-1	MAPK1
DUSP7	-1	MAPK14
AAK1	1	NUMB
AAK1	1	AP2M1
PLEKHG6	1	RHOA
CDON	1	ABL1
AMOT	-1	YAP1
ARHGAP15	-1	RAC1
PITRM1	-1	APP
FGD3	1	CDC42
AMER1	1	AXIN1
AMER1	1	APC
AMER1	0	CTNNB1
SPDYA	1	CDK2
LRRK2	1	AKT1
ARHGEF7	1	LRRK2
LRRK2	1	ARHGEF7
PPM1L	-1	MAP3K5
THEM4	-1	AKT1
ARHGAP21	-1	RHOA
WLS	1	WNT3A
MAP3K21	1	MAP2K1
ZNF318	-1	AR
DAB2IP	-1	HRAS
DAB2IP	1	MAP3K5
PDPK2P	1	SGK1
XAF1	-1	BIRC3
XAF1	-1	BIRC2
GDF6	1	BMPR1A
TET2	1	WT1
MAST2	1	PTEN
PKN3	0	BCAR1
BORA	1	AURKA
TRAF7	1	MAP3K3
TSSK4	1	CREB1
DLK2	-1	NOTCH1
BCOR	1	HDAC3
BCOR	1	HDAC1
DNMBP	1	CDC42
GIGYF2	1	GRB10
RNF111	-1	SKI
RNF111	0	SKIL
RNF111	1	AP2M1
NBEAL2	1	DOCK7
PIK3AP1	1	PIK3R1
PIK3AP1	1	PIK3CA
PIK3AP1	1	PIK3CB
PIK3AP1	1	PIK3CG
PHLPP2	-1	PRKCB
PHLPP2	-1	PRKCA
PHLPP2	-1	RPS6KB1
PHLPP2	-1	AKT1
PHLPP2	-1	AKT2
PHLPP2	1	STK4
PHLPP2	-1	AKT3
PREX2	1	RAC1
SND1	1	STAT6
MARK2	-1	ARHGEF2
TAOK1	1	STK4
TAOK1	1	STK3
MOB1B	1	LATS1
MAVS	1	CASP8
TSPAN33	1	ADAM10
NET1	1	RHOA
SH3RF1	1	MAP3K11
HUWE1	-1	MCL1
CDH24	1	CTNNB1
NLRX1	-1	MAVS
NLRX1	-1	TRAF6
PIM3	-1	BAD
TAX1BP1	1	TNFAIP3
ARHGEF25	1	CDC42
ARHGEF25	1	RHOA
ARHGEF25	1	RAC1
STING1	1	TBK1
TBK1	1	STING1
FBXO11	-1	TP53
DTX1	1	EP300
MIB1	1	DLL1
HIPK1	0	DAXX
SIAH1	-1	NUMB
TIAM2	1	RAC1
MAP4K3	1	PRKCQ
EEF2K	0	MAPKAPK5
MAPKAPK5	0	EEF2K
MAPKAPK5	1	DNAJB1
ARHGEF19	1	RHOA
BRSK2	1	PRKAA1
TP53INP2	1	GABARAPL2
TP53INP2	1	MAP1LC3A
SIRT2	-1	KAT2B
HACE1	-1	RAC1
CDK20	1	CDK2
ABI1	1	CBL
WDFY3	-1	GABARAP
MYOCD	1	SRF
NLGN4X	1	DLG4
NLGN4X	1	NRXN1
SPART	1	ITCH
ITCH	1	SPART
SPART	1	WWP1
ARHGEF28	1	RHOA
NLGN1	1	NRXN2
NLGN1	1	NRXN1
NLGN1	1	NRXN3
CAMKK1	1	AKT1
CAMKK1	1	PRKAA1
CAMKK1	1	CAMK1
CAMKK1	1	CAMK4
NGEF	1	RHOA
EID2	-1	SMAD3
CDKN2A	1	ATR
TSC22D3	-1	NFKB2
HJURP	1	CENPA
CCNY	1	CDK14
LFNG	0	NOTCH1
NRXN2	1	NLGN2
NLGN2	1	NRXN2
NLGN2	1	DLG4
NLGN2	1	NRXN1
NRXN1	1	NLGN2
NLGN2	1	NRXN3
NRXN3	1	NLGN2
PJA1	-1	EZH2
KNL1	1	BUB1
CEP76	-1	PLK1
UHMK1	1	CDKN1B
MTOR	-1	DEPTOR
DEPTOR	-1	MTOR
LNX1	-1	NUMB
PREX1	1	RAC1
MAPK15	1	JUN
NEK9	1	NEK6
BRSK1	0	WEE1
BRSK1	-1	CDC25B
BRSK1	-1	CDC25C
UBASH3B	-1	CBL
FRS2	1	GRB2
STYX	-1	FBXW7
FBLIM1	1	FLNA
APH1B	1	PSEN1
APH1B	1	NCSTN
APH1B	1	PSENEN
PHIP	1	IRS1
LIPH	1	LPAR2
JDP2	-1	JUN
JDP2	-1	ATF2
ARAP2	-1	RHOA
ARAP2	-1	RAC1
SHC3	1	GRB2
PIK3R3	1	TP53
PIK3R3	1	PIK3CA
TSC1	-1	RHEB
MAML1	0	NOTCH1
MAML1	1	CDK8
EP300	1	MAML1
MAML1	1	EP300
DYRK2	-1	JUN
LPAR1	1	GNAQ
LPAR1	1	GNA12
LPAR1	1	GNA13
HDAC2	0	CCND1
HDAC2	-1	CIITA
CREBBP	1	TP53
CREBBP	1	STAT2
KAT6A	1	RUNX1
KAT2B	1	NOTCH1
KAT2B	1	SMAD3
KAT2B	1	SMAD2
INPP5D	-1	TRAF6
TANK	-1	TRAF2
RAD50	1	BRCA1
RAD50	1	MRE11
ARHGEF1	1	RHOA
COPS5	0	SMAD4
MAP4K1	1	LCP2
RIT1	1	BRAF
ARHGEF2	1	RHOA
KAT5	0	NOTCH1
DVL3	1	CSNK1E
USP9X	1	SMAD4
WNT2B	1	LRP5
WNT2B	1	FZD3
WNT8B	1	FZD3
KISS1R	1	GNAQ
CNKSR1	1	RASSF1
MRTFA	1	SRF
TP53INP1	1	GABARAP
TP53INP1	1	GABARAPL2
TP53INP1	1	MAP1LC3C
TP53INP1	1	MAP1LC3A
SRC	1	FERMT2
FERMT2	1	FBLIM1
SH3KBP1	1	CBL
APH1A	1	PSEN1
APH1A	1	PSENEN
SGK3	-1	FOXO3
SGK3	-1	GSK3A
SGK3	-1	GSK3B
OPTN	1	TBK1
TBK1	1	OPTN
AP2M1	-1	EGFR
SIRT1	1	AKT1
SIRT1	1	CTNNB1
SIRT1	-1	EP300
IRAK1	1	PELI1
PELI1	1	IRAK1
AURKB	-1	TP53
AURKB	1	YY1
AURKB	1	ATM
AURKB	1	PLEKHG6
AURKB	-1	KNL1
AURKB	-1	RASSF1
TSC22D3	-1	RELA
PAWR	-1	WT1
ITCH	-1	MAVS
ITCH	-1	DTX1
WNK4	1	STK39
