source	interaction	target
VPS39	-1	SMAD4
MEGF10	1	ABCA1
FGD4	1	CDC42
DOCK7	1	CDC42
DOCK7	1	RAC1
SPATA13	1	CDC42
LRFN5	1	PTPRF
LRFN5	1	PTPRD
ARAP1	-1	RAC1
NEDD4L	-1	SMAD3
ARHGEF17	1	RHOA
NEDD4L	-1	SMAD2
TRPM7	1	ANXA1
F2RL3	1	GNAQ
F2RL3	1	GNAI1
F2RL3	1	GNA12
F2RL3	1	GNA13
TNFRSF13C	-1	TRAF3
UIMC1	1	BRCA1
CAMKK2	1	PRKAA2
CAMKK2	1	PRKAA1
TRIB3	-1	AKT1
NODAL	1	ACVR1B
TP53RK	1	TP53
RANBP9	-1	DYRK1B
GPHA2	1	TSHR
S1PR3	1	GNAQ
S1PR3	1	GNAI1
S1PR3	1	GNA13
EYA1	-1	H2AX
EYA3	-1	H2AX
MAP3K14	0	NFKB2
RIT2	1	POU4F1
SCAF11	1	PSEN1
NDN	-1	E2F1
NDN	1	EID1
LPAR4	1	GNAQ
MAP3K6	1	MAP3K5
MAP3K5	1	MAP3K6
MAP3K5	1	CDKN1A
NRTN	1	RET
MAP3K3	1	MAP2K4
MAP3K3	1	MAP2K3
MAP3K3	1	RCAN1
APBA2	1	NRXN1
SMO	1	GNAI1
MYD88	1	TRAF6
PTPN18	-1	ERBB2
DUSP9	-1	MAPK14
SEMA3C	1	NRP2
VRK1	1	TP53
VRK1	1	JUN
FYCO1	1	MAP1LC3B
FYCO1	1	MAP1LC3A
ARHGAP9	-1	RAC1
PI4K2A	-1	CLSPN
MKNK1	0	SPRY2
DUSP26	-1	TP53
DUSP26	-1	FADD
CDK19	0	PAK1
SORBS1	1	CBL
PINK1	1	HTRA2
PINK1	1	UBC
MAP1LC3C	-1	NBR1
MAP1LC3C	1	WDFY3
RSPO3	1	SDC4
ACE2	1	AGT
WNK3	1	WNK1
SPRY4	-1	RAF1
PHACTR1	1	PPP1CA
ARHGAP39	0	RAC1
MAP1LC3B	-1	NBR1
WNT10A	1	FZD3
CTDSP1	1	SMAD3
CTDSP1	0	SMAD2
WWTR1	1	SMAD3
WWTR1	1	SMAD2
NUAK2	-1	LATS1
KLC2	1	FYCO1
RACGAP1	-1	RAC1
SIK2	0	IRS1
SIK2	-1	CRTC2
WWP1	-1	TGFBR1
SIL1	1	HSPA5
LPAR5	1	GNA12
LPAR5	1	GNA13
MAP3K4	1	MAP2K3
WNT8A	1	LRP5
WNT8A	1	FZD3
WNT5B	1	FZD6
WNT5B	1	FZD3
S1PR5	1	GNAI1
PORCN	1	WNT3A
CARD9	1	BCL10
VPS11	1	EZR
TNKS2	-1	AXIN1
TNKS2	-1	AXIN2
HIPK2	1	CREB1
HIPK2	1	CDKN1B
HRH4	1	GNAI1
KDM4C	1	AR
HIPK3	-1	FADD
FZD8	1	LRP5
FZD8	1	LRP6
POFUT1	1	NOTCH1
WNK1	1	OXSR1
WNK1	1	STK39
PLK3	1	JUN
PLK3	1	ATF2
PLK3	-1	CDC25A
PLK3	1	CDC25C
PLK3	-1	PTEN
PLK3	1	BCL2L1
PLK3	-1	HIF1A
PLK3	1	VRK1
STK4	1	SAV1
SAV1	1	STK4
STK3	1	SAV1
SAV1	1	STK3
DEF6	1	CDC42
RGCC	1	CDK1
SOX17	-1	CTNNB1
MOB1A	1	LATS1
MOB1A	1	LATS2
PELI2	1	IRAK1
SMURF2	-1	TGFBR2
SMURF2	-1	SMAD5
CLK4	-1	ABL1
PRDM16	1	SKI
LPAR2	1	GNAQ
LPAR2	1	GNA12
LPAR2	1	GNA13
SGK2	-1	FOXO3
NEK6	1	SGK1
NEK6	1	RPS6KB1
SMURF1	-1	TGFBR2
SMURF1	-1	SMAD1
SMURF1	-1	SMAD5
CSNK1G1	0	FOXO1
PTPRH	-1	INSR
PTPRH	-1	GHR
MMP25	1	MMP2
FZD3	1	DVL1
FZD3	1	GNAQ
FZD3	1	GNB1
IL1RAP	-1	TOLLIP
CYLD	1	MAP3K7
CYLD	-1	TRAF2
CYLD	0	TRAF6
AURKA	1	INCENP
INCENP	1	AURKA
GPHN	1	ARHGEF9
DDX21	1	JUN
ARHGEF4	1	CDC42
ARHGEF4	1	RHOA
ARHGEF3	1	RHOA
LATS2	-1	YAP1
RASSF1	1	STK4
LATS2	1	YWHAG
LATS2	-1	WWTR1
DUSP22	-1	ESR1
ARHGAP35	0	RHOA
ARHGAP35	-1	RAC1
TOPORS	0	TP53
CYSLTR2	1	GNAQ
RNF146	-1	AXIN1
RNF146	-1	TNKS
RNF146	-1	TNKS2
RNF146	-1	AXIN2
IRAK4	1	PELI2
DACT1	-1	DVL2
PLK2	1	NPM1
PLK2	-1	FBXW7
PSENEN	1	PSEN1
NLGN3	1	NRXN2
NLGN3	1	DLG4
NLGN3	1	NRXN1
NLGN3	1	NRXN3
IL1RAPL1	1	NCS1
ARHGEF12	1	RHOA
C1RL	1	HP
BFAR	-1	CASP8
PDP1	-1	SMAD1
GMIP	-1	RHOA
DLGAP2	1	DLG4
PIM2	0	PKM
PIM2	1	CDKN1A
PIM2	-1	BAD
PAK5	-1	BAD
STK26	1	EZR
CTTNBP2NL	1	STRN
PDP2	-1	SMAD1
GALP	1	GALR2
NLK	1	STAT3
GNG12	1	PIK3CA
WNT16	1	FZD3
LPAR3	1	GNAQ
LPAR3	1	GNA12
LPAR3	1	GNA13
TJP2	-1	YAP1
TJP2	-1	WWTR1
STK17A	1	TP53
DAXX	1	MDM2
TBK1	1	IKBKB
TBK1	1	AKT1
TBK1	1	STAT6
TBK1	1	RELA
TBK1	1	SQSTM1
CTNNA3	1	CTNNB1
LCMT1	1	PPP2CB
EGFR	1	ERRFI1
ERRFI1	-1	EGFR
ERRFI1	-1	ERBB2
TAOK2	1	ELK1
FBXW11	1	SKP1
TNIK	1	TCF7L2
TLK1	1	RAD9A
VAV3	1	RHOA
BAG5	0	PRKN
BAG5	-1	HSPA1A
ZMIZ1	1	AR
NOTCH1	1	ZMIZ1
ZMIZ1	1	NOTCH1
FZD4	1	DVL1
FZD4	1	LRP5
FZD4	1	LRP6
FZD4	1	DVL3
KIT	1	STAP1
STAP1	1	KIT
TEC	1	STAP1
STAP1	1	TEC
PYCARD	1	BAX
ALK	0	GRB2
G3BP2	-1	NFKBIA
ARHGAP26	-1	RHOA
STUB1	-1	SMAD1
CDC14A	-1	TP53
FZD1	1	DVL3
CDC14A	0	SIRT2
FZD1	1	DVL1
FZD1	1	DVL2
USP22	1	SIRT1
CNTN6	1	NOTCH1
CTNND2	1	CDH1
CTNND2	1	CDH2
GAB2	1	PIK3CA
MAPK9	1	MAPK8IP1
MAPK8IP1	-1	MAPK9
CAMK2A	0	EGFR
CAMK2A	1	SRF
CAMK2A	-1	ETS1
CAMK2A	-1	ETS2
CAMK2A	1	CEBPB
CAMK2A	-1	HRH1
CAMK2A	-1	OPRM1
CAMK2A	1	HSF1
CAMK2A	1	PTK2
CAMK2A	-1	SMAD2
CAMK2A	-1	RCHY1
CAMK2A	1	CYLD
CAMK2A	-1	NCOR2
SH2B3	-1	JAK2
AKT3	1	CHUK
AKT3	-1	BRAF
AKT3	1	CREB1
AKT3	-1	CASP9
AKT3	-1	STK4
AKT3	-1	STK3
AKT3	1	CHUK_IKBKB_IKBKG
TRAF6	1	MAP3K14
CYSLTR1	1	GNAQ
BTRC	1	CDC25A
BTRC	-1	YAP1
BTRC	-1	SMAD3
DLGAP4	1	DLG4
MAST1	-1	PTEN
SIK3	-1	CRTC2
PTPN22	-1	LCK
PTPN22	-1	CBL
PTPN22	-1	ZAP70
AXIN2	1	APC
AXIN2	1	GSK3B
RNF11	1	ITCH
SH3BP1	-1	RAC1
WNK2	1	WNK1
RWDD3	1	HIF1A
DYRK1B	-1	CCND1
DYRK1B	1	CDKN1A
DYRK1B	1	CDKN1B
PRKAB1	1	ULK1
TLN1	1	ITGB4
DAAM1	1	RHOA
GPSM3	-1	GNAI1
IRAK1	1	TRAF6
TRAF6	1	IRAK1
TRAF6	1	TAB3
MAP4K5	-1	GSK3B
ATG4B	1	MAP1LC3C
UCHL5	1	SMAD3
CSAG2	1	SIRT1
INSIG2	-1	SCAP
SNX9	1	DNM2
IRAK3	-1	IRAK4
RFNG	1	NOTCH1
EID1	-1	EP300
STK24	1	STK38
WNT6	1	LRP5
WNT6	1	FZD3
EPN1	-1	EGFR
IKBKG	1	RELA
CDH10	1	CTNNB1
TSC1_TSC2	-1	RHEB
APC_AXIN1_GSK3B	-1	CTNNB1
CHUK_IKBKB_IKBKG	0	NFKBIA
CCNE2_CDK2	0	RB1
CCND1_CDK4	0	RB1
IFNAR1_IFNAR2	1	JAK1
IFNAR1_IFNAR2	1	TYK2
CCNA2_CDK2	0	RB1
TRH	1	TRHR
TRHR	1	GNAQ
SOX4	1	CTNNB1
NCOA2	1	AR
CDK18	0	RB1
PLK1	-1	MRE11
CDC14A	1	WEE1
INSIG1	0	SCAP
MBTPS1	1	SREBF2
MBTPS2	1	SREBF2
SCAP	1	SREBF2
PLK1	1	CDC25B
CDC25A	1	CDK4
CDC25A	1	CDK6
FBP1	-1	HIF1A
MAGEA3	1	TRIM28
MAGEC2	1	TRIM28
CDK9	1	TP53
ATM	1	CCAR2
ATR	1	CCAR2
CCAR2	0	SIRT1
SEPTIN4	-1	XIAP
PKM	1	STAT3
CSNK1D	-1	LEF1
CSNK2A1	0	PTPN1
CDKN2A	-1	CDK4
CDKN2A	-1	CCND1_CDK4
TJP1	1	ARVCF
CEBPB	1	CREB1
PPP3CA	1	BAD
TBK1	0	NFKBIA
SGK1	1	NR3C1
SGK1	-1	CDKN1B
SGK1	1	FBXW7
SGK1	-1	MAP3K3
ARVCF	1	CDH1
ARVCF	1	CDH2
BMPR1B	1	SMAD9
WNT10B	1	LRP6
WNT10B	1	FZD1
CDK10	-1	ETS2
SH2B2	-1	INSR
SOCS3	-1	IL6ST
SOCS3	-1	JAK3
SOCS6	-1	KIT
ADAM10	0	BTC
ADAM10	1	NOTCH1
KMT2D	1	ESR1
CHEK1	1	E2F3
CHEK1	1	RB1
CHEK1	-1	NFKB1
CHEK1	0	RASSF1
FFAR1	1	GNAQ
FFAR1	1	GNAI1
WNT9A	1	LRP5
WNT9B	1	LRP6
IKBKB	0	CYLD
AURKA	1	AR
AURKA	1	LATS2
ARHGEF10	1	RHOA
CTDSPL	1	SMAD3
KRAS	1	PIK3CB
LYN	1	PTPN6
PTPN6	-1	LYN
MAPK10	0	BCL2L11
MAPK10	1	TP53
MAPK13	-1	EEF2K
MAPK1	1	JUN
MAPK1	0	LCK
MAPK1	-1	PGR
MAPK1	1	PML
MAPK3	1	LRP6
MAPK3	1	PTPN7
MAPK9	0	BCL2L11
CTDSPL	0	SMAD2
MSC	-1	TCF3
NFKBIE	-1	NFKB1
VIM	1	PAK1
PAK1	1	VIM
PDGFB	1	PDGFRB
CDH9	1	CTNNB1
PKN1	1	RAF1
PLK1	1	DVL2
PPM1A	-1	AXIN1
PPM1D	-1	MAPK12
PPP1CC	1	CDK9
PPP2CA	0	RPS6KB1
PPP2CB	-1	IKBKB
PRKACA	-1	WT1
PRKCB	-1	MARCKS
PRKDC	1	IRF3
CDH7	1	CTNNB1
CTDSPL	-1	SMAD1
PTPN1	-1	PDGFRB
PTPRC	-1	JAK2
PTPRF	-1	RET
PTPRJ	-1	LAT
MMP2	-1	PZP
PZP	-1	MMP2
RAF1	-1	STK3
RNF8	1	UBE2N
ROCK1	-1	ARHGAP35
MRTFB	1	SRF
S1PR2	1	GNAQ
SARM1	0	TICAM1
SDCBP	1	SOX4
SKP2	0	MYC
ANXA1	1	SRC
SRC	1	ANXA1
STAT1	-1	RELA
TCL1B	1	AKT1
TNFRSF21	1	TRADD
MAP2K7	-1	FADD
PPP2CB	-1	PRKCB
SMAD9	1	SMAD4
PRKG1	0	CREB1
DVL2	1	AXIN1
GNAI1	1	RAC1
BCR	0	YWHAZ
BTRC	-1	SMAD4
RASSF5	1	KRAS
CDK1	-1	EEF2K
MAPK13	1	TP53
PAK3	1	RAF1
CDK6	0	CDKN1B
CDK7	1	CDK1
CSNK1D	1	DVL2
CSNK2A1	-1	CARD9
MAPK13	-1	PRKD1
SMO	1	GNG2
CSNK2A1	1	PIAS1
SMO	1	GNB1
CTDSPL	1	RB1
CTNND1	1	CDH1
DUSP3	-1	EGFR
CTNND1	1	EGFR
EGFR	-1	CTNND1
EGFR	1	PIK3R1
EP300	1	SMAD1
FSTL3	-1	MSTN
KIT	-1	SLA
CFI	-1	C3
IKBKB	-1	CDKN2A
PPM1D	-1	RPS6KA3
PPM1D	-1	MAPK14
NXPH1	1	NRXN1
PPP2CA	-1	PRKCB
PRKAA1	1	FOXO3
ULK1	-1	PRKAA1
PRKAA1	1	ULK1
PRKAA1	1	PIAS1
PRKAA1	0	RAF1
PRKAA1	1	TP53
ANKRD11	1	TP53
HDAC3	1	HDAC1
SETBP1	1	SET
SET	-1	PPP2CA
BIRC5	1	XIAP
CHEK1	-1	SYK
CHEK1	1	AURKB
SMAD7	1	TAB3
CHUK	-1	FOXO3
IFNW1	1	IFNAR1_IFNAR2
FYN	-1	ITCH
AKT1	-1	NR4A1
AKT2	-1	GSK3A
MOB1B	1	LATS2
SOCS1	-1	JAK3
SIK2	-1	CDK5R1
PRKCQ	0	IRS1
MAVS	1	STING1
AGTR1	1	GNAQ
AHSA1	1	HSP90AA1
AHSA1	1	HSP90AB1
AKT1	-1	BRAF
PDPK1	1	PRKCB
CHEK1	1	NEK11
GNA13	1	ARHGEF11
BCL2L1	-1	CASP9
FGFR2	1	PTEN
PTEN	0	FGFR2
CSNK2A1	0	HIF1A
SOCS3	-1	IRS1
F2R	1	GNAI1
AXIN1	0	SMAD7
FN1	1	SDC4
BMPR1A	1	BMPR1B
MCL1	-1	BAX
GNA13	1	RHOA
GNGT1	1	PIK3CA
CDK1	0	CDC25C
CDC25C	1	CDK1
GSK3B	-1	PTEN
CDK1	1	TP53
CDK8	-1	E2F1
IGF2	1	INSR
CHEK2	0	PML
MAP3K7	1	CHUK_IKBKB_IKBKG
JAK2	1	ARHGEF1
S1PR2	1	GNAI1
S1PR2	1	GNA12
S1PR2	1	GNA13
EGFR	1	STAT5B
KLKB1	1	HGF
WNT1	1	FZD8
WNT1	1	FZD3
DVL1	-1	APC
EDN1	1	EDNRB
JUN	1	SMAD4
PRKCB	1	RAF1
PRKCB	1	ANXA1
PRKCB	1	PSEN1
PRKCB	-1	GSK3A
EGFR	1	GAB1
EGFR	1	PTK2
PRKCB	0	PTPN11
EGFR	1	STAT1
HPN	1	F7
INSR	1	PIK3R1
INSR	1	SHC1
INSR	1	PTK2
INSR	1	GAB1
LCK	1	CD3E
LCK	1	VAV1
LCK	1	ACP1
LCK	0	NFKBIA
LCK	1	MAPK3
MAPK3	0	LCK
LCK	1	DEF6
LCK	1	SH2B3
FYN	1	LAT
FYN	0	PTPRF
PTPRF	0	FYN
ERBB2	1	ERBB4
FYN	1	CBL
FYN	1	TXK
FYN	1	RPS6KA3
FYN	0	LCP2
FYN	0	GRB10
FYN	1	MAPK14
CDK1	-1	NPM1
NPM1	1	CDK1
CDK1	1	NME1
CDK1	1	RPS6KB1
CDK1	-1	PML
CDK1	0	RUNX1
CDK1	1	KHDRBS1
CDK1	-1	MCL1
CDK1	1	SQSTM1
CDK1	-1	EZH2
CDK1	0	TSC1
CDK1	1	RAD9A
CDK1	0	ECT2
SOS2	1	KRAS
TNK2	1	AKT1
CAPN1	0	F2R
HSP90AA1	1	TGFBR1
YES1	-1	CDK4
LYN	1	PPP1R15A
LYN	1	CD19
CD19	1	LYN
LYN	1	MAP4K1
RET	1	MAPK3
RET	1	PTK2
PTK2	1	RET
RET	1	MAPK14
MMP2	1	TGFB1
CTSG	0	F2R
FYN	1	CDK5
MET	1	GRB2
CFH	1	CFI
FYN	1	VAV1
FZD2	1	LRP6
ADRA2A	1	GNAI1
WNT2	1	LRP5
FGR	0	SRC
SRC	0	FGR
PTPRF	1	LCK
KIT	1	PIK3R1
KIT	1	STAT1
FGF6	1	FGFR4
RALA	1	FOXO4
BCR	1	YWHAQ
PIM1	1	MYC
PIM1	-1	MARK3
PIM1	1	SKP2
FGFR1	1	BCAR1
CDK4	0	RB1
CDK4	-1	SMAD3
CDK4	-1	RUNX3
CDK4	-1	RASSF1
SKIL	-1	SMAD1
SRC	1	IKBKB
SRC	0	SPRY2
SRC	1	CTNND1
SRC	1	DAB1
SRC	1	IGF1R
SRC	1	KIT
SRC	-1	VCL
SRC	0	NFKBIA
SRC	0	EPHA2
SRC	0	PTPN6
PTPN6	0	SRC
SRC	1	AKT1
SRC	0	CTNNB1
SRC	1	TXK
SRC	-1	CDKN1B
HCK	1	CBL
HCK	1	STAT3
SRC	-1	CHN2
SRC	1	BTK
SRC	1	GAB1
SRC	1	PRKD1
TDGF1	-1	TGFB1
PRKAR2A	-1	PRKACB
DRD2	1	GNAI1
HRAS	1	PIK3CA
HRAS	1	PIK3CB
HSP90AA1	1	AR
CD19	1	VAV1
CD19	1	PIK3R1
NME1	-1	KSR1
KSR1	0	NME1
CHN1	-1	RAC1
CHN1	1	CDK5R1
IDE	-1	INS
ITGB4	1	PIK3CG
PDGFRA	1	SRC
IGF1R	1	PIK3R1
IKBKB	-1	IRS1
PRKCA	1	TP53
PRKCA	-1	MET
PRKCA	0	VIM
PRKCA	-1	KIT
PRKCA	0	RPL10
PRKCA	1	SHC1
INSR	1	CBL
CBL	0	INSR
PRKCA	1	CDKN1A
PRKCA	1	IQGAP1
INSR	1	PTPN6
PTPN6	0	INSR
PRKCA	1	PSEN1
PRKCA	0	PTPN12
PRKCA	1	PTPN11
PTPN11	1	PRKCA
PRKCA	-1	CREBBP
PRKCA	-1	EGLN2
PRKACA	0	ESR1
PRKACA	1	TFAP2A
PRKACA	1	FYN
PRKACA	0	HSP90AA1
PRKACA	-1	VIM
JAK2	1	EGFR
JAK2	-1	EZH2
PRKACA	-1	TBXA2R
PRKACA	-1	APC
PRKACA	1	GRK2
PRKACA	-1	PTPN7
PRKACA	-1	IRS1
PRKACA	1	VASP
VASP	1	PRKACA
PRKACA	0	RHOA
PRKACA	0	YWHAZ
PRKACA	0	PPP1R8
PRKACA	-1	LRRK2
KLKB1	1	MST1
KRAS	1	PIK3CG
CAPN2	-1	F2RL1
PTPN2	-1	EGFR
LAT	1	GRB2
LATS1	-1	WWTR1
DDX5	1	AR
LCK	1	LCP2
LCK	1	PTEN
LCK	1	PRKCQ
PRKCQ	0	LCK
PTPN1	-1	GHR
PTPN1	-1	PTK2
CDH2	1	CTNNB1
CDH2	1	CDON
PRKCA	0	PLCG1
PLCG1	1	PRKCA
PLCG1	1	SOS1
LTA	1	LTBR
EIF2AK2	-1	CDK1
MAF	-1	MYB
MAF	-1	ETS1
CSNK2A2	1	BID
CSNK2A2	0	CAV1
CSNK2A2	1	TCF7L2
CSNK2A2	1	PPP1R1B
MAP3K10	-1	TCF3
FST	-1	MSTN
FST	-1	INHBA
TNFRSF1B	1	TRAF1
CAPN3	1	GSK3A
S1PR1	1	GNAI1
MAPK14	-1	FGFR1
TNFAIP3	-1	RIPK1
TAF1	0	TP53
TBXA2R	0	GNA13
FGFR2	1	GRB2
ERBB3	1	GRB2
CDH3	1	CTNNB1
ENPP1	-1	INSR
FGFR4	1	STAT3
FGFR4	0	FRS2
PRKACA	-1	PTPRR
PRKACA	1	STK11
PRKACG	0	BAD
CBL	-1	ERBB2
RPS6KB1	1	ESR1
RPS6KB1	0	IRS1
RPS6KB1	-1	DEPTOR
MAPK1	1	MAPKAPK5
IL2RB	1	JAK1
JAK1	1	IL2RB
PTPRB	-1	INSR
PTPRB	-1	MET
PTPRB	-1	GHR
PTPRE	-1	INSR
PTPRE	1	SRC
PTPRE	-1	MAPK1
PRKACA	0	CAMKK1
PTPRG	1	INSR
PTPRG	1	PDGFRA
PTPRG	-1	SHC1
PTPRG	-1	KDR
MAPK1	1	RPS6KB1
PTPRG	1	ZAP70
PRTN3	0	F2R
BCL3	1	HDAC1
PRTN3	-1	F2RL1
EDNRB	1	GNAI1
ACP1	-1	AKT1
PRKCH	0	PTPN11
PRKCH	1	PRKD1
CDK2	1	CHEK1
CDK2	1	NR3C1
CDK2	-1	NPM1
CDK2	1	PRKAR1A
CDK2	-1	WEE1
WEE1	0	CDK2
CDK2	1	CDC25C
CDK2	1	BRCA1
CDK2	-1	SMAD3
CDK2	0	RUNX1
CDK2	1	DLG1
CDK2	-1	SIRT2
GRK2	1	SMO
MAPK8	-1	STAT6
TACR1	1	GNAQ
F2R	1	GNAQ
PTX3	1	CFH
PTPN3	-1	GHR
YWHAQ	-1	CDKN1B
MAPK3	-1	LAT
MAPK3	-1	JAK2
MAPK3	1	ESR1
MAPK3	1	TP53
MAPK3	1	JUN
MAPK3	0	BCL2
MAPK3	-1	FGFR1
MAPK3	0	TCF3
MET	1	PTK2
MAPK3	1	MAPKAPK2
MIF	1	CD74
MAPK3	1	PPARA
MAPK3	-1	PAK1
MAPK3	1	GRB10
MAPK3	1	PCBP2
MAPK3	1	NCOA1
MMP9	1	TGFB1
MARK3	-1	CDC25C
HTR2C	1	GNAQ
MAPK1	-1	FOXO3
MAPK1	1	ESR1
MAPK1	0	THRB
MAPK1	-1	FGFR1
MAPK1	1	ATF2
MAPK1	0	TCF3
MAPK1	1	CAPN2
MAPK1	0	CDKN1A
MAPK1	0	CDKN1B
MAPK1	0	RUNX1
MAPK1	1	MCL1
MAPK1	1	SREBF2
MAPK1	1	GRB10
MAPK1	-1	PPP2R5C
MAPK1	0	GAB1
MAPK1	1	PCBP2
MAPK1	1	NCOA1
MAPK1	-1	SMAD1
MAPK1	0	GIGYF2
MAPK1	1	ABI1
MAPK1	-1	MRTFA
MAPK1	1	DUSP16
CCN2	1	LRP6
PTPN6	-1	KIT
PTPN6	-1	KDR
KDR	0	PTPN6
KDR	1	PLCG1
CASK	0	ID1
PRKACA	0	LCK
GSK3B	0	TP53
CDK9	-1	SMAD1
PRKCG	1	ARHGEF7
PRKCG	1	GRK2
PRKCG	-1	GSK3A
PRKCH	-1	GSK3A
PRKCH	-1	GSK3B
PRKCI	-1	NUMB
RPS6KA3	1	ATF4
BMX	1	PTK2
KPNA1	1	KPNB1
RAP1GDS1	1	KRAS
RAP1GDS1	1	RHOA
PLK1	0	CTNNB1
PLK1	0	HSF1
PLK1	1	MDM2
PLK1	1	RACGAP1
PLK1	0	TOPORS
MAPK10	1	APP
MAPK10	1	JUN
PRKAA2	1	IKBKB
PRKAA2	-1	VASP
PRKAA2	0	PAK2
PTPN1	-1	EPHA3
PTPN1	-1	LAT
PTPN1	-1	MET
PTPN1	0	SRC
PTPN2	-1	SRC
CASP6	1	PSEN1
PTPN2	-1	STAT6
CDH11	1	CTNNB1
CDH15	1	CDON
PTPN6	-1	NTRK1
PTPN6	-1	PTK2B
PTPN9	-1	INSR
PTPRF	-1	AKT1
WNT3A	1	LRP5
PTPRG	-1	KIT
MAPK9	-1	YWHAZ
MAPK9	1	BAZ1B
PTPRG	-1	PDGFRB
PTPRG	1	PRKCD
PTPRG	1	STAT1
PPP4C	1	RELA
RASGRF2	1	RAC1
RCAN1	-1	PPP3CA
PPP1CA	1	RAF1
PPP1CA	-1	TP53
PPP1CA	-1	MAPK1
PPP1CB	-1	AXIN1
PPP1CB	-1	AKT1
PPP1CB	1	NF2
PPP1CB	1	MDM2
PPP2CB	1	CHEK2
PPP2CB	1	BCL2
PPP2CB	-1	RALA
PPP2CB	-1	TRAF2
PPP2CB	-1	CARD11
PPP2CB	-1	AKT3
RNF8	1	H2AX
RAC1	1	MAPK8
PPP2R2A	-1	AKT1
PPP2R2A	1	TGFBR1
GNG3	1	PIK3CA
UBE2I	-1	FOS
UBE2I	-1	JUN
UBE2I	0	SMAD4
PPP2CA	1	BCL2
PPP2CA	-1	MAPK3
PPP2CA	-1	MAPK1
PPP2CA	-1	AKT1
PPP2CA	-1	AKT2
PPP2CA	1	CTNNB1
PPP2CA	-1	PRKCD
PPP2CA	-1	TRAF2
PPP2CA	-1	ATM
PPP2CA	-1	AKT3
CSNK2B	1	CTNNB1
CSNK2B	0	IRS1
CSNK2A1	1	TFAP2A
CSNK2A1	0	PGR
CSNK2A1	-1	HSP90AB1
CSNK2A1	1	PTPRC
CSNK2A1	1	SRF
CSNK2A1	1	CDH1
CSNK2A1	0	ATF1
CSNK2A1	-1	YWHAQ
