	sig_id	HT29	MCF7	SW480	A549	HA1E	HEKTE	PC3	SHSY5Y	HEPG2	JURKAT	A375	HCC515	VCAP
226	KDA006_HT29_96H:TRCN0000001224:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
227	KDA006_HT29_96H:TRCN0000004868:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
228	KDA006_HT29_96H:TRCN0000083993:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
229	KDA006_HT29_96H:TRCN0000197017:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
230	KDA006_HT29_96H:TRCN0000231101:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
231	KDA006_HT29_96H:TRCN0000274230:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
232	KDA006_MCF7_144H:TRCN0000072588:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
233	KDA006_MCF7_144H:TRCN0000231101:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
234	KDA006_MCF7_144H:TRCN0000274230:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
235	KDA006_MCF7_96H:TRCN0000018913:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
236	KDA006_PC3_144H:TRCN0000003560:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
237	KDA006_PC3_144H:TRCN0000029517:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
238	KDA006_PC3_144H:TRCN0000050958:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
239	KDA006_PC3_144H:TRCN0000231101:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
240	KDA006_PC3_144H:TRCN0000358806:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
241	KDA006_PC3_96H:TRCN0000008337:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
242	KDA006_PC3_96H:TRCN0000018913:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
243	KDA006_PC3_96H:TRCN0000194922:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
244	KDA006_PC3_96H:TRCN0000273985:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
245	KDA006_PC3_96H:TRCN0000288700:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
246	KDA006_PC3_96H:TRCN0000289027:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
247	KDA006_PC3_96H:TRCN0000290470:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
248	KDA006_VCAP_120H:TRCN0000278333:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
249	KDA007_A549_96H:TRCN0000002859:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
250	KDA007_A549_96H:TRCN0000014758:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
251	KDA007_A549_96H:TRCN0000033506:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
252	KDA007_A549_96H:TRCN0000053612:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
253	KDA007_A549_96H:TRCN0000058164:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
254	KDA007_A549_96H:TRCN0000194823:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
255	KDA007_A549_96H:TRCN0000342340:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
256	KDA007_HA1E_96H:TRCN0000002856:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
257	KDA007_HA1E_96H:TRCN0000196853:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
258	KDA007_HA1E_96H:TRCN0000274152:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
259	KDA007_HA1E_96H:TRCN0000286656:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
260	KDA007_HA1E_96H:TRCN0000320582:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
261	KDA007_HA1E_96H:TRCN0000338202:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
262	KDA007_HA1E_96H:TRCN0000352673:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
263	KDA007_HEPG2_96H:TRCN0000230497:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
264	KDA007_HEPG2_96H:TRCN0000274152:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
265	KDA007_HT29_96H:A18	1	0	0	0	0	0	0	0	0	0	0	0	0
266	KDA007_HT29_96H:C15	1	0	0	0	0	0	0	0	0	0	0	0	0
267	KDA007_HT29_96H:G03	1	0	0	0	0	0	0	0	0	0	0	0	0
268	KDA007_HT29_96H:G21	1	0	0	0	0	0	0	0	0	0	0	0	0
269	KDA007_HT29_96H:K01	1	0	0	0	0	0	0	0	0	0	0	0	0
270	KDA007_HT29_96H:K16	1	0	0	0	0	0	0	0	0	0	0	0	0
271	KDA007_HT29_96H:M09	1	0	0	0	0	0	0	0	0	0	0	0	0
272	KDA007_HT29_96H:O02	1	0	0	0	0	0	0	0	0	0	0	0	0
273	KDA007_HT29_96H:TRCN0000053612:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
274	KDA007_HT29_96H:TRCN0000194823:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
275	KDA007_HT29_96H:TRCN0000195100:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
276	KDA007_HT29_96H:TRCN0000320679:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
277	KDA007_MCF7_144H:TRCN0000019266:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
278	KDA007_MCF7_144H:TRCN0000060542:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
279	KDA007_MCF7_144H:TRCN0000196255:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
280	KDA007_MCF7_144H:TRCN0000320675:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
281	KDA007_MCF7_96H:C15	0	1	0	0	0	0	0	0	0	0	0	0	0
282	KDA007_MCF7_96H:F06	0	1	0	0	0	0	0	0	0	0	0	0	0
283	KDA007_MCF7_96H:I11	0	1	0	0	0	0	0	0	0	0	0	0	0
284	KDA007_MCF7_96H:J04	0	1	0	0	0	0	0	0	0	0	0	0	0
285	KDA007_MCF7_96H:K01	0	1	0	0	0	0	0	0	0	0	0	0	0
286	KDA007_MCF7_96H:L15	0	1	0	0	0	0	0	0	0	0	0	0	0
287	KDA007_PC3_144H:TRCN0000004903:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
288	KDA007_PC3_144H:TRCN0000298856:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
289	KDA007_PC3_144H:TRCN0000350398:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
290	KDA007_PC3_96H:D04	0	0	0	0	0	0	1	0	0	0	0	0	0
291	KDA007_PC3_96H:D05	0	0	0	0	0	0	1	0	0	0	0	0	0
292	KDA007_PC3_96H:D12	0	0	0	0	0	0	1	0	0	0	0	0	0
293	KDA007_PC3_96H:E08	0	0	0	0	0	0	1	0	0	0	0	0	0
294	KDA007_VCAP_120H:TRCN0000004840:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
295	KDA007_VCAP_120H:TRCN0000004904:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
296	KDA008_A375_96H:TRCN0000010291:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
297	KDA008_A375_96H:TRCN0000018880:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
298	KDA008_A375_96H:TRCN0000222552:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
299	KDA008_A375_96H:TRCN0000256865:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
300	KDA008_A375_96H:TRCN0000318360:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
301	KDA008_A549_96H:TRCN0000010291:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
302	KDA008_A549_96H:TRCN0000018880:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
303	KDA008_A549_96H:TRCN0000052437:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
304	KDA008_A549_96H:TRCN0000057059:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
305	KDA008_A549_96H:TRCN0000222552:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
306	KDA008_A549_96H:TRCN0000236419:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
307	KDA008_A549_96H:TRCN0000256866:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
308	KDA008_A549_96H:TRCN0000272578:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
309	KDA008_A549_96H:TRCN0000315416:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
310	KDA008_A549_96H:TRCN0000318418:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
311	KDA008_A549_96H:TRCN0000332934:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
312	KDA008_HA1E_96H:TRCN0000196850:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
313	KDA008_HA1E_96H:TRCN0000197055:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
314	KDA008_HA1E_96H:TRCN0000219645:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
315	KDA008_HA1E_96H:TRCN0000318418:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
316	KDA008_HEPG2_96H:TRCN0000001829:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
317	KDA008_HEPG2_96H:TRCN0000006373:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
318	KDA008_HEPG2_96H:TRCN0000010291:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
319	KDA008_HEPG2_96H:TRCN0000047710:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
320	KDA008_HEPG2_96H:TRCN0000272578:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
321	KDA008_HEPG2_96H:TRCN0000273528:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
322	KDA008_HT29_96H:A08	1	0	0	0	0	0	0	0	0	0	0	0	0
323	KDA008_HT29_96H:G01	1	0	0	0	0	0	0	0	0	0	0	0	0
324	KDA008_HT29_96H:P09	1	0	0	0	0	0	0	0	0	0	0	0	0
325	KDA008_HT29_96H:TRCN0000002249:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
326	KDA008_HT29_96H:TRCN0000018882:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
327	KDA008_HT29_96H:TRCN0000047710:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
328	KDA008_HT29_96H:TRCN0000052435:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
329	KDA008_HT29_96H:TRCN0000073826:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
330	KDA008_HT29_96H:TRCN0000256866:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
331	KDA008_HT29_96H:TRCN0000318417:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
332	KDA008_MCF7_144H:TRCN0000052437:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
333	KDA008_MCF7_144H:TRCN0000256866:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
334	KDA008_MCF7_96H:F06	0	1	0	0	0	0	0	0	0	0	0	0	0
335	KDA008_MCF7_96H:O13	0	1	0	0	0	0	0	0	0	0	0	0	0
336	KDA008_PC3_96H:A08	0	0	0	0	0	0	1	0	0	0	0	0	0
337	KDA008_PC3_96H:B06	0	0	0	0	0	0	1	0	0	0	0	0	0
338	KDA008_PC3_96H:C19	0	0	0	0	0	0	1	0	0	0	0	0	0
339	KDA008_PC3_96H:H24	0	0	0	0	0	0	1	0	0	0	0	0	0
340	KDA008_PC3_96H:N09	0	0	0	0	0	0	1	0	0	0	0	0	0
341	KDA008_PC3_96H:P06	0	0	0	0	0	0	1	0	0	0	0	0	0
342	KDA008_VCAP_120H:TRCN0000010214:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
343	KDA009_A549_96H:TRCN0000019357:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
344	KDA009_A549_96H:TRCN0000199052:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
345	KDA009_HEPG2_96H:TRCN0000083924:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
346	KDA009_HEPG2_96H:TRCN0000199052:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
347	KDA009_HEPG2_96H:TRCN0000199830:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
348	KDA009_HEPG2_96H:TRCN0000235518:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
349	KDA009_HEPG2_96H:TRCN0000294182:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
350	KDA009_HEPG2_96H:TRCN0000295919:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
351	KDA009_HT29_96H:TRCN0000000413:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
352	KDA009_HT29_96H:TRCN0000008754:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
353	KDA009_HT29_96H:TRCN0000010985:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
354	KDA009_HT29_96H:TRCN0000019575:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
355	KDA009_HT29_96H:TRCN0000019703:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
356	KDA009_HT29_96H:TRCN0000078658:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
357	KDA009_HT29_96H:TRCN0000199830:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
358	KDA009_HT29_96H:TRCN0000272637:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
359	KDA009_HT29_96H:TRCN0000288612:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
360	KDA009_HT29_96H:TRCN0000291264:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
361	KDA009_HT29_96H:TRCN0000300284:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
362	KDA009_HT29_96H:TRCN0000333585:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
363	KDA009_MCF7_144H:TRCN0000010985:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
364	KDA009_MCF7_144H:TRCN0000019575:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
365	KDA009_MCF7_144H:TRCN0000019701:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
366	KDA009_MCF7_144H:TRCN0000083924:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
367	KDA009_MCF7_96H:TRCN0000072956:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
368	KDA009_MCF7_96H:TRCN0000199830:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
369	KDA009_MCF7_96H:TRCN0000199937:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
370	KDA009_MCF7_96H:TRCN0000272637:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
371	KDA009_MCF7_96H:TRCN0000295919:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
372	KDA009_PC3_144H:TRCN0000219732:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
373	KDA009_PC3_144H:TRCN0000300284:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
374	KDA009_PC3_96H:TRCN0000000413:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
375	KDA009_PC3_96H:TRCN0000010589:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
376	KDA009_PC3_96H:TRCN0000083924:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
377	KDA009_PC3_96H:TRCN0000194826:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
378	KDA009_PC3_96H:TRCN0000199830:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
379	KDA009_PC3_96H:TRCN0000288673:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
380	KDA009_PC3_96H:TRCN0000292172:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
381	KDA009_PC3_96H:TRCN0000307027:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
382	KDA009_PC3_96H:TRCN0000359256:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
383	KDA010_A375_96H:TRCN0000029446:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
384	KDA010_A375_96H:TRCN0000052637:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
385	KDA010_A375_96H:TRCN0000299605:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
386	KDA010_A375_96H:TRCN0000318773:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
387	KDA010_HEPG2_96H:TRCN0000003863:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
388	KDA010_HEPG2_96H:TRCN0000009876:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
389	KDA010_HEPG2_96H:TRCN0000021206:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
390	KDA010_HEPG2_96H:TRCN0000218492:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
391	KDA010_HEPG2_96H:TRCN0000320652:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
392	KDA010_HT29_96H:TRCN0000003861:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
393	KDA010_HT29_96H:TRCN0000013636:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
394	KDA010_HT29_96H:TRCN0000017279:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
395	KDA010_HT29_96H:TRCN0000038727:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
396	KDA010_HT29_96H:TRCN0000205744:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
397	KDA010_HT29_96H:TRCN0000273261:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
398	KDA010_HT29_96H:TRCN0000299608:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
399	KDA010_HT29_96H:TRCN0000343948:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
400	KDA010_MCF7_96H:TRCN0000001128:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
401	KDA010_MCF7_96H:TRCN0000002462:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
402	KDA010_MCF7_96H:TRCN0000262379:-666	0	1	0	0	0	0	0	0	0	0	0	0	0
403	KDA010_PC3_144H:TRCN0000021205:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
404	KDA010_PC3_144H:TRCN0000072498:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
405	KDA010_PC3_96H:TRCN0000004247:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
406	KDA010_PC3_96H:TRCN0000022144:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
407	KDA010_PC3_96H:TRCN0000029446:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
408	KDA010_PC3_96H:TRCN0000040268:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
409	KDA010_PC3_96H:TRCN0000272488:-666	0	0	0	0	0	0	1	0	0	0	0	0	0
410	KDB001_A375_96H:TRCN0000118950:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
411	KDB001_A375_96H:TRCN0000121517:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
412	KDB001_A375_96H:TRCN0000147480:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
413	KDB001_A375_96H:TRCN0000157411:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
414	KDB001_A375_96H:TRCN0000292253:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
415	KDB001_A375_96H:TRCN0000323290:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
416	KDB001_HA1E_96H:TRCN0000122942:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
417	KDB001_HA1E_96H:TRCN0000234318:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
418	KDB001_HCC515_96H:TRCN0000122941:-666	0	0	0	0	0	0	0	0	0	0	0	1	0
419	KDB001_HEPG2_96H:TRCN0000157411:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
420	KDB001_HT29_96H:F06	1	0	0	0	0	0	0	0	0	0	0	0	0
421	KDB001_HT29_96H:O02	1	0	0	0	0	0	0	0	0	0	0	0	0
422	KDB001_VCAP_120H:TRCN0000166636:-666	0	0	0	0	0	0	0	0	0	0	0	0	1
423	KDB002_A375_96H:TRCN0000117272:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
424	KDB002_A375_96H:TRCN0000118853:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
425	KDB002_A375_96H:TRCN0000154657:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
426	KDB002_A375_96H:TRCN0000166671:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
427	KDB002_A375_96H:TRCN0000242755:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
428	KDB002_A375_96H:TRCN0000281148:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
429	KDB002_A549_96H:TRCN0000117272:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
430	KDB002_A549_96H:TRCN0000118854:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
431	KDB002_A549_96H:TRCN0000154657:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
432	KDB002_A549_96H:TRCN0000162271:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
433	KDB002_A549_96H:TRCN0000242752:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
434	KDB002_A549_96H:TRCN0000281148:-666	0	0	0	1	0	0	0	0	0	0	0	0	0
435	KDB002_HA1E_96H:TRCN0000117276:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
436	KDB002_HA1E_96H:TRCN0000166671:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
437	KDB002_HA1E_96H:TRCN0000242752:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
438	KDB002_HA1E_96H:TRCN0000330319:-666	0	0	0	0	1	0	0	0	0	0	0	0	0
439	KDB002_HEPG2_96H:TRCN0000166671:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
440	KDB002_HEPG2_96H:TRCN0000242752:-666	0	0	0	0	0	0	0	0	1	0	0	0	0
441	KDB002_HT29_96H:TRCN0000117272:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
442	KDB002_HT29_96H:TRCN0000154656:-666	1	0	0	0	0	0	0	0	0	0	0	0	0
443	KDB003_A375_96H:TRCN0000000852:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
444	KDB003_A375_96H:TRCN0000002780:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
445	KDB003_A375_96H:TRCN0000018914:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
446	KDB003_A375_96H:TRCN0000036893:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
447	KDB003_A375_96H:TRCN0000045286:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
448	KDB003_A375_96H:TRCN0000049279:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
449	KDB003_A375_96H:TRCN0000052437:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
450	KDB003_A375_96H:TRCN0000062116:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
451	KDB003_A375_96H:TRCN0000118985:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
452	KDB003_A375_96H:TRCN0000150555:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
453	KDB003_A375_96H:TRCN0000151216:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
454	KDB003_A375_96H:TRCN0000154723:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
455	KDB003_A375_96H:TRCN0000162139:-666	0	0	0	0	0	0	0	0	0	0	1	0	0
